long;lat;id;nombre;categoria;cocina;ambientacion;telefono;mail;horario;calle_nombre;calle_altura;calle_cruce;direccion_completa;barrio;comuna;codigo_postal;codigo_postal_argentino
-58,49900205;-34,59787934;2697;C & D STYLE LIFE;RESTAURANTE;PARRILLA;RUSTICA;4502 7119;;;BEIRO FRANCISCO;3261;;BEIRO, FRANCISCO AV. 3261;Villa Devoto;Comuna 11;1419;C1419HYG
-58,51053087;-34,60517738;2701;CECEPE;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4504 2272;;;BEIRO FRANCISCO;4202;;BEIRO, FRANCISCO AV. 4202;Villa Devoto;Comuna 11;1419;C1419HZR
-58,39092872;-34,60558065;2179;CELTA BAR;RESTAURANTE;MINUTAS;MODERNO;4371 7338;;lunes a domingo de 1 a 00;SARMIENTO;1702;;SARMIENTO 1702;San Nicolas;Comuna 1;1042;C1042ABH
-58,41153123;-34,61059975;724;CENTENARIO;RESTAURANTE;PORTEÃ‘A;CLASICO PORTEÑO;4866 0288;;;RIVADAVIA;3192;;RIVADAVIA AV. 3192;Balvanera;Comuna 3;1203;C1203AAQ
-58,44112728;-34,62296111;977;CENTENERA;RESTAURANTE;REGIONAL;RUSTICA;4901 1533;;;ALBERDI JUAN BAUTISTA;914;;ALBERDI, JUAN BAUTISTA AV. 914;Caballito;Comuna 6;1424;C1424BYW
-58,39305932;-34,60437837;727;CENTRAL BAR;RESTAURANTE;;;;;;CORRIENTES;1835;;CORRIENTES AV. 1835;Balvanera;Comuna 3;1045;C1045AAA
-58,3939362;-34,61279671;728;CENTRO LALIN;RESTAURANTE;ESPAÃ‘OLA;MODERNO;;;;MORENO;1949;;MORENO 1949;Balvanera;Comuna 3;1094;C1094ABC
-58,37390715;-34,64168264;899;CENTURY FOOD;RESTAURANTE;INTERNACIONAL;MODERNO;4301 5663;;;MONTES DE OCA MANUEL;1176;;MONTES DE OCA, MANUEL 1176;Barracas;Comuna 4;1270;C1270AAY
-58,40072732;-34,60677982;729;CERVANTES;RESTAURANTE;;;4952 9963;;;AZCUENAGA;250;;AZCUENAGA 250;Balvanera;Comuna 3;1029;C1029AAF
-58,39634688;-34,60812159;730;CERVANTES;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;;;;JUNIN;107;;JUNIN 107;Balvanera;Comuna 3;1026;C1026ABC
-58,39316156;-34,60684804;731;CERVANTES II;RESTAURANTE;INTERNACIONAL;;4372 2060;;;PERON JUAN DOMINGO TTE.;1883;;PERON, JUAN DOMINGO, TTE. GENERAL 1883;Balvanera;Comuna 3;1040;C1040AAA
-58,39451155;-34,59501212;1691;CERVATILLO;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4813 8975;;;RIOBAMBA;1193;;RIOBAMBA 1193;Recoleta;Comuna 2;1116;C1116ABG
-58,39599321;-34,59536481;1689;CERVATILLO II;BAR;PORTEÃ‘A;CLASICO PORTEÑO;4813 5228;;;AYACUCHO;1127;;AYACUCHO 1127;Recoleta;Comuna 2;1111;C1111AAG
-58,43113543;-34,5707154;94;CERVECERIA ARCE;RESTAURANTE;TRADICIONAL;EQUITACION;4772 4666;;;ARCE;375;;ARCE 375;Palermo;Comuna 14;1426;C1426BSC
-58,47126673;-34,57826361;2755;CERVECERIA LOPEZ;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4553 5682;;;ALVAREZ THOMAS;2136;;ALVAREZ THOMAS AV. 2136;Villa Ortuzar;Comuna 15;1430;C1430EEO
-58,41263677;-34,58664785;96;CHAJA;RESTAURANTE;MINUTAS;MODERNO;4823 3003;pizzachaja@yahoo.com.ar;;SALGUERO JERONIMO;2069;;SALGUERO, JERONIMO 2069;Palermo;Comuna 14;1425;C1425DEE
-58,39325707;-34,58544203;1692;CHAMPS ELYSEES;BAR;INTERNACIONAL;CLASICO PORTEÑO;5777 6000;;;PUEYRREDON;2501;;PUEYRREDON AV. 2501;Recoleta;Comuna 2;1119;C1119ACI
-58,38430895;-34,62684151;1101;CHANTO OTTO;CAFE;;CLASICO PORTEÑO;;;;SANTIAGO DEL ESTERO;1594;;SANTIAGO DEL ESTERO 1594;Constitucion;Comuna 1;1136;C1136ABH
-58,37659525;-34,59991017;2180;CHAPLIN;RESTAURANTE;PARRILLA;CLASICO PORTEÑO;4322 6725;;lunes a viernes de 11 a 16;VIAMONTE;691;;VIAMONTE 691;San Nicolas;Comuna 1;1053;C1053ABM
-58,50715202;-34,6684837;1288;CHARLOTTE;BAR;FAST FOOD;MODERNO;4686 2288;;;CORRALES;7400;;DE LOS CORRALES AV. 7400;Mataderos;Comuna 9;1440;C1440BBW
-58,4670609;-34,62977176;1138;CHARLY;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4637 3765;;;CONDARCO;16;;CONDARCO 16;Flores;Comuna 7;1406;C1406AEB
-58,38416946;-34,62600625;1103;CHARLY BAR;CAFE;MINUTAS;CLASICO PORTEÑO;4305 5252;;;PAVON;1299;;PAVON 1299;Constitucion;Comuna 1;1151;C1151ABC
-58,47700724;-34,67838929;2742;CHARLY PIZZA BAR;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4601 8377;;;CAFAYATE;4187;;CAFAYATE 4187;Villa Lugano;Comuna 8;1439;C1439FUC
-58,38648256;-34,60546746;2181;CHAVAL;RESTAURANTE;INTERNACIONAL;;4373 4486;;;URUGUAY;286;;URUGUAY 286;San Nicolas;Comuna 1;1015;C1015ABF
-58,46316106;-34,54160251;1501;CHAVELA RESTO BAR;RESTAURANTE;INTERNACIONAL;MODERNO;4702 5355;www.chavelaclub.com.ar;;DEL LIBERTADOR;7999;;DEL LIBERTADOR AV. 7999;Núñez;Comuna 13;1429;C1429BMM
-58,37263453;-34,59546676;1971;CHE BAR;CAFE;MINUTAS;CLASICO PORTEÑO;4313 8893;;lunes a viernes de 7 a 21;ALEM LEANDRO N.;1036;;ALEM, LEANDRO N. AV. 1036;Retiro;Comuna 1;1001;C1001AAS
-58,38334013;-34,61060105;1368;CHE, BO;RESTAURANTE;;;4383 4009;;;SALTA;178;;SALTA 178;Monserrat;Comuna 1;1074;C1074AAD
-58,38998435;-34,59715902;1693;CHE BUENOS AIRES;RESTAURANTE;TRADICIONAL;CLASICO PORTEÑO;4811 6804;;;ALVEAR MARCELO T. De;1601;;ALVEAR, MARCELO T. De 1601;Recoleta;Comuna 2;1060;C1060AAE
-58,38385114;-34,58785639;1972;CHE BUENOS AIRES;CAFE;INTERNACIONAL;CLASICO PORTEÑO;4815 2554;;;DEL LIBERTADOR;800;;DEL LIBERTADOR AV. 800;Retiro;Comuna 1;1001;C1001ABU
-58,52412537;-34,6343144;2649;CHE CAFE;RESTAURANTE;SANDWICHERIA;BOHEMIO;4642 2482;;;JUSTO JUAN B.;9499;;JUSTO, JUAN B. AV. 9499;Versalles;Comuna 10;1408;C1408AKL
-58,4664227;-34,53981261;1502;CHECHO;RESTAURANTE;PARRILLA;RUSTICA;4702 8111;checho@house.com.ar;;RAMALLO;1781;;RAMALLO 1781;Núñez;Comuna 13;1429;C1429DUA
-58,38089905;-34,60131748;2182;CHELO;RESTAURANTE;INTERNACIONAL;;4393 8557;;;TUCUMAN;999;;TUCUMAN 999;San Nicolas;Comuna 1;1049;C1049AAS
-58,37565486;-34,65216867;901;CHERIBO;CAFE;INTERNACIONAL;CLASICO PORTEÑO;4302 2585;;;CRUZ OSVALDO;2099;;CRUZ, OSVALDO AV. 2099;Barracas;Comuna 4;1293;C1293ACE
-58,5262272;-34,6147636;2784;CHERYS;CAFE;SANDWICHERIA;MODERNO;4639 7007;;;BEIRO FRANCISCO;5395;;BEIRO, FRANCISCO AV. 5395;Villa Real;Comuna 10;1419;C1419IAC
-58,39731399;-34,59447249;1694;CHEZ O!!;RESTAURANTE;MEDITERRANEA;CLASICO PORTEÑO;4821 2774;;;ARENALES;2102;;ARENALES 2102;Recoleta;Comuna 2;1124;C1124AAH
-58,50608853;-34,65624341;1289;CHICHE DE MATADEROS;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;;;;BRAGADO;6390;;BRAGADO 6390;Mataderos;Comuna 9;1440;C1440ADD
-58,43425913;-34,57578012;95;CHINA ARGENTINA;RESTAURANTE;TENEDOR LIBRE;MEDITERRANEO;4771 9944;;lunes a domingo de 12 a 15 y de 20 a 00;SANTA FE;5300;;SANTA FE AV. 5300;Palermo;Comuna 14;1425;C1425BIO
-58,49945242;-34,63265437;1137;CHINO CAFE RESTAURANTE;RESTAURANTE;;;;;;MORON;5040;;MORON 5040;Villa Luro;Comuna 10;1407;C1407EOJ
-58,38920602;-34,60541015;2184;CHIQUILIN;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4371 1652;restaurante@ciudad.com.ar;;SARMIENTO;1599;;SARMIENTO 1599;San Nicolas;Comuna 1;1042;C1042ABC
-58,39910966;-34,61863324;2082;CHIQUIN;;PIZZERIA;CLASICO PORTEÑO;;;;INDEPENDENCIA;2302;;INDEPENDENCIA AV. 2302;San Cristobal;Comuna 3;1225;C1225AAS
-58,47277917;-34,62394156;1139;CHOCOLATE;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4613 4738;;;NAZCA AV;726;;NAZCA AV. 726;Flores;Comuna 7;1406;C1406AJT
-58,43364811;-34,58175661;97;CHRISTOPHE;RESTAURANTE;;;4771 1150;;;FITZ ROY;1994;;FITZ ROY 1994;Palermo;Comuna 14;1414;C1414CID
-58,45366604;-34,56694005;580;CHUNGO;SANDWICHERIA;;MODERNO;0800 888 248646;;;PINO Virrey del;2500;;PINO, Virrey del 2500;Colegiales;Comuna 13;1426;C1426EGR
-58,38311297;-34,61665956;1370;CIBER;RESTAURANTE;MINUTAS;MODERNO;;;;SALTA;703;;SALTA 703;Monserrat;Comuna 1;1074;C1074AAO
-58,42990316;-34,5874741;98;CIELITO LINDO;RESTAURANTE;MEXICANA;MEXICANO;4832 8054;;lunes a domingo de 20 a 00;EL SALVADOR;4999;;EL SALVADOR 4999;Palermo;Comuna 14;1414;C1414BPO
-58,37251284;-34,63846812;900;CIEN MOTIVOS;CAFE;MINUTAS;CLASICO PORTEÑO;4303 1609;polcito2000@yahoo.com.ar;;SUAREZ;1502;;SUAREZ 1502;Barracas;Comuna 4;1288;C1288AEH
-58,41312231;-34,59713114;1695;CILANTRO COMEDOR MUNDANO;RESTAURANTE;PERUANA;MODERNO;4962 3148;;martes a sábado de 21 a 2;SANCHEZ DE BUSTAMANTE;1186;;SANCHEZ DE BUSTAMANTE 1186;Recoleta;Comuna 2;1173;C1173ABV
-58,39555673;-34,6033025;732;CINA BAR;RESTAURANTE;INTERNACIONAL;;4953 6483;;;LAVALLE;2002;;LAVALLE 2002;Balvanera;Comuna 3;1051;C1051ABF
-58,49226532;-34,63138946;2634;CINCO ESQUINAS;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4674 1983;;;ARANGUREN JUAN F. Dr.;4587;;ARANGUREN, JUAN F., Dr. 4587;Velez Sarsfield;Comuna 10;1407;C1407ELY
-58,4566796;-34,5622386;499;CINEMA;RESTAURANTE;;MODERNO;5786 0333;;;CABILDO;2088;;CABILDO AV. 2088;Belgrano;Comuna 13;1428;C1428AAP
-58,46648691;-34,62469186;1140;CIRANZO BAR;BAR;;;;;;AVELLANEDA;2523;;AVELLANEDA AV. 2523;Flores;Comuna 7;1406;C1406FYK
-58,37423057;-34,60446903;2183;CIRCE;RESTAURANTE;INTERNACIONAL;GRIEGA;4393 8111;circe@web-mail.com.ar;lunes a viernes de 7 a 20;SARMIENTO;537;;SARMIENTO 537;San Nicolas;Comuna 1;1041;C1041AAK
-58,4355985;-34,62322949;978;CIRCULO 9 DE JULIO;RESTAURANTE;MARISCOS;ESPAÑOL;4902 7342;;lunes a domingo de 12 a 15 y de 20 a 00;ALBERDI JUAN BAUTISTA;568;;ALBERDI, JUAN BAUTISTA AV. 568;Caballito;Comuna 6;1424;C1424BYS
-58,37964272;-34,60110443;2185;CITADINO;RESTAURANTE;ITALIANA;MODERNO;4328 1374;www.menya.com;lunes a viernes de 8.30 a 17.30;SUIPACHA;624;;SUIPACHA 624;San Nicolas;Comuna 1;1008;C1008AAN
-58,37266011;-34,60035545;2188;CITY BAR;BAR;MINUTAS;CLASICO PORTEÑO;4312 9124;;;RECONQUISTA;650;;RECONQUISTA 650;San Nicolas;Comuna 1;1003;C1003ABN
-58,37521646;-34,6021017;2186;CITY CORNER;BAR;MINUTAS;CLASICO PORTEÑO;4393 2833;;lunes a sábado de 8 a 22;FLORIDA;501;;FLORIDA 501;San Nicolas;Comuna 1;1005;C1005AAK
-58,46945304;-34,63054435;1142;CLAPTON;BAR;PIZZERIA;MODERNO;4611 6269;;;RIVADAVIA AV;7399;;RIVADAVIA AV. 7399;Flores;Comuna 7;1406;C1406GMD
-58,37451236;-34,60096694;2189;CLARIDGE'S;RESTAURANTE;INTERNACIONAL;;4374 7700;;;TUCUMAN;535;;TUCUMAN 535;San Nicolas;Comuna 1;1049;C1049AAK
-58,37579166;-34,60457684;2187;CLARK CENTRO;RESTAURANTE;INTERNACIONAL;;;;;SARMIENTO;645;;SARMIENTO 645;San Nicolas;Comuna 1;1041;C1041AAM
-58,39243867;-34,58852126;1697;CLARK'S;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4801 9502;;;JUNIN;1777;;JUNIN 1777;Recoleta;Comuna 2;1113;C1113AAS
-58,50827387;-34,62693362;1322;CLARO;RESTAURANTE;SANDWICHERIA;MODERNO;4639 4157;;;LOPE DE VEGA;1400;;LOPE DE VEGA AV. 1400;Villa Luro;Comuna 10;1407;C1407BNZ
-58,39652666;-34,59963618;1698;CLASICAS;RESTAURANTE;;;4961 8840;;;CORDOBA;2045;;CORDOBA AV. 2045;Recoleta;Comuna 2;1120;C1120AAC
-58,39310647;-34,59900182;1696;CLASICA Y MODERNA;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4812 8707;www.clasicaymoderna.com;;CALLAO;892;;CALLAO AV. 892;Recoleta;Comuna 2;1023;C1023AAO
-58,4242007;-34,57783466;99;CLASICO;RESTAURANTE;PIZZERIA;CLASICO PORTEÑO;4776 5460;;;BERUTI;4594;;BERUTI 4594;Palermo;Comuna 14;1425;C1425BDD
-58,37294254;-34,62068947;2560;CLASICO;BAR;MINUTAS;CLASICO PORTEÑO;4307 0516;;lunes a domingo de 7 a 00;HUMBERTO 1º;501;;HUMBERTO 1º 501;San Telmo;Comuna 1;;
-58,42732693;-34,62493996;980;CLASS;RESTAURANTE;SANDWICHERIA;ELEGANTE;4922 3136;;;LA PLATA;797;;LA PLATA AV. 797;Caballito;Comuna 6;1235;C1235ABE
-58,45570348;-34,55987502;500;CLOE;RESTAURANTE;INTERNACIONAL;ANTIGUO;4784 6436;;;CUBA;2208;;CUBA 2208;Belgrano;Comuna 13;1428;C1428AEJ
-58,3907817;-34,60392105;2190;CLOVER LIGHT;RESTAURANTE;MINUTAS;;4373 6060;;lunes a viernes de 8 a 19;RODRIGUEZ PEÃƒâ€˜A;433;;RODRIGUEZ PEÃƒâ€˜A 433;San Nicolas;Comuna 1;;
-58,37275738;-34,59521656;1973;CLUB DANES;RESTAURANTE;;CLASICO PORTEÑO;4312 9266;;lunes a viernes de 12 a 15;ALEM LEANDRO N.;1074;;ALEM, LEANDRO N. AV. 1074;Retiro;Comuna 1;1001;C1001AAS
-58,42948665;-34,59187886;100;CLUB DEL VINO;RESTAURANTE;INTERNACIONAL;RUSTICA;4833 0050;;;CABRERA JOSE A.;4737;;CABRERA, JOSE A. 4737;Palermo;Comuna 14;1414;C1414BGK
-58,43184235;-34,58736594;101;CLUB EROS;RESTAURANTE;MINUTAS;RUSTICA;4832 1313;;lunes a domingo de 12 a 16 y de 20 al cierre;URIARTE;1609;;URIARTE 1609;Palermo;Comuna 14;1414;C1414DAQ
-58,489105;-34,55799407;2063;CLUB S.D.C VIENTO NORTE;CAFE;SANDWICHERIA;MODERNO;;;;MARIANO ACHA;3743;;ACHA, MARIANO, Gral. 3743;Saavedra;Comuna 12;1430;C1430DVW
-58,43148558;-34,60204;618;COCINA & CIA;RESTAURANTE;JUDIA;RUSTICA;4865 3914;cocina-cia@sion.com;;CORRIENTES;4673;;CORRIENTES AV. 4673;Almagro;Comuna 5;1195;C1195AAF
-58,40183574;-34,59450158;1699;COCINA & CIA;RESTAURANTE;INTERNACIONAL;MODERNO;4823 4431;cocina_cia@sion.com;;SANTA FE;2461;;SANTA FE AV. 2461;Recoleta;Comuna 2;1123;C1123AAG
-58,42012662;-34,5899386;103;COCINA REGIONAL 1810;RESTAURANTE;REGIONAL;FOLKLORICO;4864 4507;;lunes a domingo de 11 a 16 y de 19 a 00;ALVAREZ JULIAN;1918;;ALVAREZ, JULIAN 1918;Palermo;Comuna 14;1425;C1425DHB
-58,47221907;-34,69066157;1290;COCO;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4686 4514;;;CORRALES;6555;;CORRALES 6555;Villa Riachuelo;Comuna 8;1439;C1439DBK
-58,38022312;-34,60134448;2192;COCO PASO;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4322 8275;ethel9002@hotmail.com;lunes a viernes de 8 a 20;TUCUMAN;938;;TUCUMAN 938;San Nicolas;Comuna 1;1049;C1049AAT
-58,37241406;-34,60453917;2191;COFETIN;RESTAURANTE;MINUTAS;MODERNO;4326 7606;kamramundo@hotmail.com;lunes a viernes de 7 a 18;RECONQUISTA;286;;RECONQUISTA 286;San Nicolas;Comuna 1;1003;C1003ABF
-58,47121824;-34,5654664;1085;COGHLAN;RESTAURANTE;;;;;;MONROE;3600;;MONROE AV. 3600;Belgrano;Comuna 13;1430;C1430BKP
-58,51743477;-34,60925069;2704;COLLAGE BAR POOL;RESTAURANTE;SANDWICHERIA;MODERNO;;;;BEIRO FRANCISCO;4749;;BEIRO, FRANCISCO AV. 4749;Villa Devoto;Comuna 11;1419;C1419HZJ
-58,43861698;-34,59796203;2663;COMANDERS;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;;;;VERA;601;;VERA 601;Villa Crespo;Comuna 15;1414;C1414AOM
-58,39127539;-34,5888865;1701;COMES;RESTAURANTE;INTERNACIONAL;MODERNO;4800 0344;;;GUIDO;1931;;GUIDO 1931;Recoleta;Comuna 2;1119;C1119AAC
-58,36968438;-34,61225268;1369;COMET;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4334 3711;;lunes a viernes de 7 a 20;BELGRANO;217;;BELGRANO AV. 217;Monserrat;Comuna 1;1092;C1092AAC
-58,46173124;-34,63669262;1141;COMETE TODO;RESTAURANTE;PARRILLA;MODERNO;4611 8018;;;VARELA;605;;VARELA AV. 605;Flores;Comuna 7;1406;C1406EKM
-58,42963231;-34,5721695;102;COMO;RESTAURANTE;ITALIANA;ITALIANA;4774 1787;comoristorante@hotmail.com;;ARGUIBEL ANDRES;2859;;ARGUIBEL, ANDRES 2859;Palermo;Comuna 14;1426;C1426DKA
-58,40228072;-34,59777252;1703;COMODINES;RESTAURANTE;PORTEÃ‘A;MODERNO;4961 2640;;;PARAGUAY;2402;;PARAGUAY 2402;Recoleta;Comuna 2;1121;C1121ABN
-58,421873;-34,58292505;104;COMODINES;RESTAURANTE;PORTEÃ‘A;MODERNO;4832 8282;;;GUEMES;4400;;GUEMES 4400;Palermo;Comuna 14;1425;C1425BLD
-58,36559033;-34,62002478;1597;COMO? EL 12;RESTAURANTE;PIZZERIA;;4312 5338;;;MOREAU DE JUSTO ALICIA;1799;;MOREAU DE JUSTO, ALICIA AV. 1799;Puerto Madero;Comuna 1;1107;C1107AFI
-58,41220096;-34,6120693;734;COMO TE EXTRAÃƒâ€˜O CLARA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4861 0245;;;YRIGOYEN HIPOLITO;3235;;YRIGOYEN, HIPOLITO 3235;Balvanera;Comuna 3;1207;C1207ABE
-58,39051786;-34,60439174;2193;COMPUBAR;RESTAURANTE;TRADICIONAL;MODERNO;5218 2851;;lunes a sábado de 9 a 2;CORRIENTES;1686;;CORRIENTES AV. 1686;San Nicolas;Comuna 1;1042;C1042AAP
-58,43770241;-34,58359599;105;CONCEPTO;RESTAURANTE;MEDITERRANEA;MINIMALISTA;4773 0411;;;BONPLAND;1670;;BONPLAND 1670;Palermo;Comuna 14;1414;C1414CMT
-58,3947509;-34,58829525;1702;CONCEPTO INDIGO;RESTAURANTE;GOURMET;MINIMALISTA;4806 7430;cponceptoindigorecoleta@yahoo.com.ar;;LOPEZ VICENTE;2152;;LOPEZ, VICENTE 2152;Recoleta;Comuna 2;1128;C1128ACH
-58,40600116;-34,58334317;107;CONCEPTO INDIGO;RESTAURANTE;MEDITERRANEA;ORIENTAL;4801 4080;www.conceptoindigo.com;;LAS HERAS GRAL.;3195;;LAS HERAS GENERAL AV. 3195;Palermo;Comuna 14;1425;C1425ASI
-58,39211982;-34,60819349;733;CONFINTERIA ANTIGUA L'AIGLON;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4951 7980;;;CALLAO;98;;CALLAO AV. 98;Balvanera;Comuna 3;1022;C1022AAN
-58,38166591;-34,61541002;1371;CONFITERIA ATECA;RESTAURANTE;MINUTAS;MODERNO;4381 6362;;;LIMA;603;;LIMA 603;Monserrat;Comuna 1;1073;C1073AAM
-58,3794828;-34,60392465;2196;CONFITERIA IDEAL;RESTAURANTE;MINUTAS;ANTIGUO;5265 8078;;lunes a domingo de 8 a 22;SUIPACHA;384;;SUIPACHA 384;San Nicolas;Comuna 1;1008;C1008AAH
-58,39929448;-34,60759935;735;CONFITERIA LA FAMILIA;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4951 8611;;;PASTEUR;176;;PASTEUR 176;Balvanera;Comuna 3;1028;C1028AAD
-58,37715524;-34,60237399;2194;CONFITERIA LE CARAVELLE;RESTAURANTE;SANDWICHERIA;CLASICO PORTEÑO;4322 1673;;lunes a domingo de 7.30 a 23;LAVALLE;726;;LAVALLE 726;San Nicolas;Comuna 1;1047;C1047AAP
-58,45587119;-34,64191358;1143;CONFITERIA NINI;RESTAURANTE;SANDWICHERIA;MODERNO;;;;VARELA;1170;;VARELA AV. 1170;Flores;Comuna 7;1406;C1406EKX
-58,42499314;-34,57856877;106;CONFITERIA PALERMO;RESTAURANTE;INTERNACIONAL;MODERNO;4773 5133;;;SANTA FE;4599;;SANTA FE AV. 4599;Palermo;Comuna 14;1425;C1425BHH
-58,38571771;-34,61990436;1102;CONFITERIA SAN JOSE;CONFITERIA;;;;;;CALVO CARLOS;1400;;CALVO, CARLOS 1400;Constitucion;Comuna 1;1102;C1102ABB
-58,44159363;-34,59740096;2661;CONFITERIA SIGLO XXI;RESTAURANTE;MINUTAS;MODERNO;4857 1567;;;CORRIENTES;5500;;CORRIENTES AV. 5500;Villa Crespo;Comuna 15;1414;C1414AJU
-58,47664102;-34,56266873;1084;CONGRESO3795;RESTAURANTE;TRADICIONAL;MODERNO;4541 8400;;;CONGRESO;3795;;CONGRESO AV. 3795;Coghlan;Comuna 12;1430;C1430AZI
-58,38767553;-34,61008403;1374;CONGRESO PLAZA;RESTAURANTE;PIZZERIA;MODERNO;4374 9657;;;YRIGOYEN HIPOLITO;1502;;YRIGOYEN, HIPOLITO AV. 1502;Monserrat;Comuna 1;1089;C1089AAD
-58,4366244;-34,58449797;108;CONTACTO;RESTAURANTE;MINUTAS;MODERNO;;;;FITZ ROY;1663;;FITZ ROY 1663;Palermo;Comuna 14;1414;C1414CHW
-58,45536271;-34,62353434;1144;CONTACTO PUB;PUB;FAST FOOD;ANTIGUO;4631 3973;info@contactoweb.com;lunes a sábado de 17 a cierre;BACACAY;1715;;BACACAY 1715;Flores;Comuna 7;1406;C1406GDC
-58,4483731;-34,55848261;501;CONTIGO PERU;RESTAURANTE;PERUANA;MODERNO;4780 3960;;;ECHEVERRIA;1627;;ECHEVERRIA 1627;Belgrano;Comuna 13;1428;C1428DRA
-58,48297225;-34,67142698;2743;COPETINES;CAFE;MINUTAS;CLASICO PORTEÑO;;;;MURGUIONDO;3564;;MURGUIONDO 3564;Villa Lugano;Comuna 8;1439;C1439FQN
-58,39911759;-34,58708885;1704;CORDELIA;RESTAURANTE;;MODERNO;4806 2167;;lunes a domingo de 7 a 23;LAPRIDA;2102;;LAPRIDA 2102;Recoleta;Comuna 2;1425;C1425EKX
-58,37555861;-34,59880329;2112;CORDOBA 616;CAFE;MINUTAS;CLASICO PORTEÑO;4322 1548;;lunes a jueves de 6 a 3 - viernes a domingo de 6 a 00;CORDOBA;616;;CORDOBA AV. 616;San Nicolas;Comuna 1;1054;C1054AAS
-58,37330224;-34,60328419;2195;CORINTO;RESTAURANTE;MINUTAS;MODERNO;4394 8834;;lunes a viernes de 6 a 20;CORRIENTES;450;;CORRIENTES AV. 450;San Nicolas;Comuna 1;1043;C1043AAR
-58,41661078;-34,58846122;109;CORLEONE;RESTAURANTE;PARRILLA;;;;;CHARCAS;3671;;CHARCAS 3671;Palermo;Comuna 14;1425;C1425BMW
-58,44749575;-34,59192336;2664;CORRIENTES 6196;RESTAURANTE;MINUTAS;CLASICO PORTEÑO;4855 4878;;;CORRIENTES;6196;;CORRIENTES AV. 6196;Chacarita;Comuna 15;1414;C1414ALN
-58,3712181;-34,60087548;2197;COSMOPOLITAIN;RESTAURANTE;INTERNACIONAL;CLASICO PORTEÑO;4893 2332;cosmos97@hotmail.com;lunes a viernes de 12.30 a 15.30;25 DE MAYO;597;;25 DE MAYO 597;San Nicolas;Comuna 1;1002;C1002ABK
-58,50923031;-34,62220162;1323;COSTA AZUL;CONFITERIA;SANDWICHERIA;MODERNO;;;;ALVAREZ JONTE;5124;;ALVAREZ JONTE AV. 5124;Monte Castro;Comuna 10;1407;C1407GPS
-58,39698798;-34,59305778;1705;COSTA VERDE;CAFE;MINUTAS;CLASICO PORTEÑO;4823 2223;;;JUNCAL;2102;;JUNCAL 2102;Recoleta;Comuna 2;1125;C1125ABB
-58,40068246;-34,60859955;736;COSTA VERDE;RESTAURANTE;;;;;;MITRE BARTOLOME;2402;;MITRE, BARTOLOME 2402;Balvanera;Comuna 3;1039;C1039AAN
-58,3908863;-34,60344849;2199;COTIDIANO BAR;RESTAURANTE;MINUTAS;;4373 2828;icex@datamarkets.com.ar;lunes a viernes de 8 a 20;RODRIGUEZ PEÃƒâ€˜A;488;;RODRIGUEZ PEÃƒâ€˜A 488;San Nicolas;Comuna 1;;
-58,42596879;-34,6310078;1535;COVCHEN;RESTAURANTE;TRADICIONAL;DISEÑO;4922 4949;lacasadelosagrados@fibertel.com.ar;domingo a jueves de 8 a 00 - sábado de 8 a 6;LA PLATA;1365;;LA PLATA AV. 1365;Parque Chacabuco;Comuna 7;1250;C1250AAD
-58,43747049;-34,58339358;110;COYAR DE BUITRES;RESTAURANTE;MARISCOS;;4774 5154;coyardebuitres@fibertel.com.ar;lunes a sábado de 18 al cierre;BONPLAND;1698;;BONPLAND 1698;Palermo;Comuna 14;1414;C1414CMT
-58,43411545;-34,61717081;979;CO Y CINA;RESTAURANTE;PIZZERIA;MODERNO;4904 2202;;;RIVADAVIA;4895;;RIVADAVIA AV. 4895;Caballito;Comuna 6;1424;C1424CED
-58,40840881;-34,61255583;737;CRACK;RESTAURANTE;;;;;;ALSINA ADOLFO;2995;;ALSINA, ADOLFO 2995;Balvanera;Comuna 3;1207;C1207AAC
-58,50506278;-34,57222725;2798;CREMOLATI;;;CLASICO PORTEÑO;4574 0376;;;DE LOS CONSTITUYENTES;5999;;DE LOS CONSTITUYENTES AV. 5999;Villa Urquiza;Comuna 12;1431;C1431EZK
